reviews,predicted_sentiment
stayed multiple time say gotten le customer service oriented past year spa pool closed renovation told could use normal indoor pool duh everyone use normal indoor pool however went use pool rented local kid swimming lesson 25 kid swimming picking nose butt really im kidding sarcastic jumping around kicking u hot tub well birthday spa experience paid 300 customer unhappy dont offer transfer reservation another hotel farther away doesnt solve problem seems like want send unhappy customer someone else deal loved place last time never going back way disappoint,positive
room smelled bad carpet dirty everywhere go downstairs upstairs,negative
pool absolutely amazing view fantastic,positive
reception staff friendly polite informed couldnt speak german well gladly spoke english appreciated bed comfortable room decent pillow well extra made great night sleep,positive
never bad experience blue boar ive eaten several time last year lunch wonderful whether come friend chat long game golf service always exquisite without overbearing fiance enjoyed nice dinner last weekend blue boar romantic dining room dined unique salad bread beef tenderloin literally melted mouth continue evening stayed william shakespeare room inn jetted tub fireplace feathertop mattress best night sleep ive ever morning served amazing 5 course breakfast highly recommend blue boar honeymoon next romantic getaway,positive
cozy love pet stay free,positive
enjoyed stay family clean bed comfy close ever thing need,positive
read several review local hotel going get 4 season hotel metropolis il stayed scuba certification mermet spring room comfortable shower hot enjoyed indoor pool hot tub staff friendly eat breakfast huddle house across parking lotour breakfast excellent hotel little dated good value would stay,positive
mom sister stayed girl weekend blast unique hotelvery clean super memory made,positive
elevator,positive
